,hwu64_id,utterance,true_intent,scenario,dataset,predicted_intent,confidence
1214,20748,alexa put sam@gmail.com in my email contacts list.,email:addcontact,email,train_ms,email:addcontact,0.8857685327529907
1215,20328,Add this email address to my contacts and send an email to brightlights123@bellsouth.net,email:addcontact,email,train_nlu,email:addcontact,1.0
1216,19169,create new contact,email:addcontact,email,train_ms,email:addcontact,0.8007172346115112
1217,20183,Add dan@dan.com to my contacts,email:addcontact,email,valid,email:addcontact,0.8459576368331909
1218,13164,Please add Tom to my contact list.,email:addcontact,email,train_nlu,email:addcontact,1.0
1219,20184,Add dan's email,email:addcontact,email,valid,email:addcontact,0.8002588152885437
1220,20627,Save email id,email:addcontact,email,train_nlu,email:addcontact,1.0
1221,20628,Save to contacts,email:addcontact,email,train_ms,email:addcontact,0.8142402768135071
1222,19657,add email,email:addcontact,email,test,email:addcontact,0.8002588152885437
1223,20626,Save the email to my contact,email:addcontact,email,train_ms,email:addcontact,0.9061431288719176
1224,20036,Make a new contact with this email.,email:addcontact,email,test,email:addcontact,0.7678202986717224
1225,20185,Please add dan's email to my contacts,email:addcontact,email,test,email:addcontact,0.8983041048049927
1226,20676,Just add a new email in my contacts from Michael,email:addcontact,email,train_nlu,email:addcontact,1.0
1227,20677,Add a new email in my contacts from John,email:addcontact,email,train_ms,email:addcontact,0.8395571708679199
1228,20678,Please add  a new email in my contacts from Sara,email:addcontact,email,train_ms,email:addcontact,0.8740540146827698
1229,20685,Add this email to my contact,email:addcontact,email,test,email:addcontact,0.9095383882522584
1230,20687,save this email in my  contact for future use.,email:addcontact,email,test,email:addcontact,0.7391851544380188
1231,20035,Make this email a new contact.,email:addcontact,email,valid,email:addcontact,0.7520549297332764
1232,19930,add new email to my contacts. XXXXX@gmail.com,email:addcontact,email,valid,email:addcontact,0.9265674948692322
1233,19577,Add a new email,email:addcontact,email,train_nlu,email:addcontact,1.0
1234,19575,remember this email,email:addcontact,email,train_ms,email:query,0.6316592693328857
1235,19261,add new email to contacts,email:addcontact,email,train_ms,email:addcontact,0.9197173714637756
1236,19260,add 'john@gmail.com' to contacts,email:addcontact,email,test,email:addcontact,0.8441503047943115
1237,19922,Please add smith.joe@email.com to the contact information for Joe Smith.,email:addcontact,email,train_ms,email:addcontact,0.7216371893882751
1238,19670,PDA can you look up and add John's old email to my contacts again?,email:addcontact,email,train_ms,email:addcontact,0.7772825360298157
1239,19669,PDA I need you to add Gary's email to my favorites.,email:addcontact,email,test,email:addcontact,0.641649603843689
1240,19668,PDA add Dale@gmail.com to my contacts.,email:addcontact,email,valid,email:addcontact,0.8035004138946533
1241,19576,Here's an email address,email:addcontact,email,train_nlu,email:addcontact,1.0
1242,19099,add this person's email,email:addcontact,email,valid,email:addcontact,0.7633459568023682
1243,19921,Please add smurfette@gmail.com to my email contacts.,email:addcontact,email,test,email:addcontact,0.8843140602111816
1244,19659,edit contacts,email:addcontact,email,valid,email:addcontact,0.7463911175727844
1245,19658,open contacts,email:addcontact,email,train_ms,email:querycontact,0.6392289400100708
1246,20218,Locate the email to Giant Eagle and put it into my contact list.,email:addcontact,email,test,email:addcontact,0.7908987998962402
1247,20217,Add Lowes hardware to my contact emails located in cleveland ohio,email:addcontact,email,train_ms,email:addcontact,0.7779717445373535
1248,20216,Enter atdfd@yahoo.com into my contact list,email:addcontact,email,test,email:addcontact,0.6347094774246216
1249,19097,olly add new email to Anna,email:addcontact,email,train_nlu,email:addcontact,1.0
1250,19098,create new contact with email,email:addcontact,email,train_nlu,email:addcontact,1.0
1251,20012,pls create a new contact information about jo,email:addcontact,email,valid,email:addcontact,0.5931686162948608
1252,20123,Please add mike@123.com to my contact lists and send them a reminder email.,email:addcontact,email,train_ms,email:addcontact,0.7173343300819397
1253,20490,Please place my new email address to the contact.,email:addcontact,email,valid,email:addcontact,0.8634622097015381
1254,19317,"Cortana, open up contacts and add, email, something@gmail.com.",email:addcontact,email,valid,email:addcontact,0.8329042792320251
1255,20488,Add a new email contact to my list.,email:addcontact,email,train_nlu,email:addcontact,1.0
1256,19367,add this new email with contact,email:addcontact,email,valid,email:addcontact,0.8824830651283264
1257,19366,save this email in contact,email:addcontact,email,train_ms,email:addcontact,0.8330745697021484
1258,20437,Please add an email to my contacts.,email:addcontact,email,test,email:addcontact,0.8983041048049927
1259,20436,I would like you to add an email to my contacts.,email:addcontact,email,train_nlu,email:addcontact,1.0
1260,20435,Can you add a new email to my contacts?,email:addcontact,email,valid,email:addcontact,0.915687382221222
1261,19171,change my mum's email in my phonebook,email:addcontact,email,valid,email:query,0.609473466873169
1262,19306,add the new email o my contacts,email:addcontact,email,train_ms,email:addcontact,0.9007697701454164
1263,19356,Add work email address,email:addcontact,email,train_ms,email:addcontact,0.8028146624565125
1264,19357,Add Sarah as email contact,email:addcontact,email,test,email:addcontact,0.8677115440368652
1265,19365,add this new email,email:addcontact,email,train_ms,email:addcontact,1.0
1266,19308,add this email to my contact list,email:addcontact,email,test,email:addcontact,0.8967915177345276
1267,19358,Add Dr. rosenstock as an email contact,email:addcontact,email,valid,email:addcontact,0.8677115440368652
1268,19315,"Cortana, add something@gmail.com to my contacts.",email:addcontact,email,train_nlu,email:addcontact,1.0
1269,19781,add new email address,email:addcontact,email,train_nlu,email:addcontact,1.0
1270,19316,"Cortana, will you please put something something@gmail.com in my contacts?",email:addcontact,email,train_ms,email:addcontact,0.7066318988800049
1271,19307,add email to contacts,email:addcontact,email,test,email:addcontact,0.9041732549667358
1272,19472,Add Carl's email to my contact.,email:addcontact,email,train_nlu,email:addcontact,1.0
1273,20489,I want to and my email address.,email:addcontact,email,test,email:addcontact,0.7466166019439697
1274,19411,Add a new email address which is Starktony721@Gmail.com,email:addcontact,email,train_nlu,email:addcontact,1.0
1275,20815,add contacts n mail,email:addcontact,email,train_nlu,email:addcontact,1.0
1276,19290,Add erosser@hotmail.com as a new contact for Emily Rosser.,email:addcontact,email,valid,email:addcontact,0.828918993473053
1277,20412,Please add johndoe@yahoo.com to my contact list.,email:addcontact,email,valid,email:addcontact,0.8536335825920105
1278,19412,Add email address iamironman@gmail.com,email:addcontact,email,train_ms,email:addcontact,0.8630889058113098
1279,19289,I need to add this new contact for Sam Smith ssmith@yahoo.com.,email:addcontact,email,test,email:addcontact,0.7668460011482239
1280,19288,Add a new contact for Daniel Bell dbell@aol.com.,email:addcontact,email,test,email:addcontact,0.8518981337547302
1281,20368,Get apahelp@yahoo.com in my contacts.,email:addcontact,email,train_ms,email:addcontact,0.7420710921287537
1282,19474,Add this email to my address book.,email:addcontact,email,train_nlu,email:addcontact,1.0
1283,20367,Add apahelp@yahoo.com in my contact list.,email:addcontact,email,train_nlu,email:addcontact,1.0
1284,20414,Please add contact e-mail johndoe@yahoo.com to John Doe's contact information.,email:addcontact,email,train_ms,email:addcontact,0.7218403220176697
1285,20413,"Please add an e-mail for John Doe to my contacts, johndoe@yahoo.com",email:addcontact,email,test,email:addcontact,0.8316698670387268
1286,20817,store my cont,email:addcontact,email,train_ms,general:quirky,0.5858271718025208
1287,19947,Please add this email to my contacts,email:addcontact,email,test,email:addcontact,0.901190221309662
1288,19473,Save new email addresses to my contacts.,email:addcontact,email,train_nlu,email:addcontact,1.0
1289,19413,Add jpearsonjessica@gmail.com to email contacts,email:addcontact,email,train_ms,email:addcontact,0.8743438124656677
1290,20366,Add apahelp@yahoo.com to my contacts.,email:addcontact,email,train_nlu,email:addcontact,1.0
1291,20816,save my contacts,email:addcontact,email,valid,email:addcontact,0.7925729751586914
1292,20587,Did I get any messages from John?,email:query,email,train_nlu,email:query,1.0
1293,19380,Please check whether the email of Jancy has come.,email:query,email,train_nlu,email:query,1.0
1294,19793,Has Tom emailed me?,email:query,email,train_nlu,email:query,1.0
1295,19854,What unread emails do I have?,email:query,email,test,email:query,0.8199818134307861
1296,20092,i need to check today's email of jack,email:query,email,train_nlu,email:query,1.0
1297,20261,Do I have any new emails from Amazon?,email:query,email,train_ms,email:query,0.8588716983795166
1298,19858,Can you see if John has replied to my email yet?,email:query,email,train_nlu,email:query,1.0
1299,20845,What emails are new?,email:query,email,train_nlu,email:query,1.0
1300,19320,The alternate email address gives,email:query,email,valid,email:addcontact,0.6955421566963196
1301,20789,"PDA, please archive my read messages.",email:query,email,train_ms,email:query,0.6094998717308044
1302,19272,Check all the new them wmails and mark them star,email:query,email,valid,email:query,0.5514909029006958
1303,20559,Are there any new messages in my inbox?,email:query,email,valid,email:query,0.8854724764823914
1304,19442,Please show new emails,email:query,email,train_ms,email:query,0.8127201199531555
1305,20221,did trey sand any messages?,email:query,email,train_ms,email:query,0.7056994438171387
1306,20558,Search my emails with subject including work hours,email:query,email,train_nlu,email:query,1.0
1307,19582,Was there any email regarding the wrong booking in SIA?,email:query,email,train_nlu,email:query,1.0
1308,20618,Is there a new email in the inbox from jay ?,email:query,email,train_nlu,email:query,1.0
1309,20451,Whats new in my email inbox?,email:query,email,train_nlu,email:query,1.0
1310,20507,Have I received any emails in the last hour?,email:query,email,train_nlu,email:query,1.0
1311,20199,Hey can you check my email and see if there are any new messages?,email:query,email,train_ms,email:query,0.9283685684204102
1312,19339,Did Danielle email me today?,email:query,email,train_nlu,email:query,1.0
1313,6408,Repeat last message,email:query,email,valid,music:settings,0.6008922457695007
1314,20669,Status of my inbox.,email:query,email,train_nlu,email:query,1.0
1315,20682,Read me new emails,email:query,email,train_ms,email:query,0.8815843462944031
1316,19783,Do I have any new emails from John Smith?,email:query,email,train_nlu,email:query,1.0
1317,20763,Check for new mail.,email:query,email,test,email:query,0.9061002731323242
1318,20322,Show me new emails from my inbox.,email:query,email,train_ms,email:query,0.8942986726760864
1319,20572,Please Check all new email of Amazon.,email:query,email,train_nlu,email:query,1.0
1320,19829,Any new emails from Derek?,email:query,email,valid,email:query,0.8481020927429199
1321,20357,Check emails from Cassie about Tom.,email:query,email,train_nlu,email:query,1.0
1322,20055,"Olly, check my email.",email:query,email,valid,email:query,0.780219316482544
1323,20548,Did I get an email today?,email:query,email,test,email:query,0.8494504690170288
1324,19175,are there any email updates?,email:query,email,train_ms,email:query,0.6810276508331299
1325,19210,do i have any emails about chemistry,email:query,email,valid,email:query,0.7908830642700195
1326,20314,Show all emails regarding the breach,email:query,email,train_ms,email:query,0.7467908263206482
1327,19153,"Did I received any Emails from Kevin, and what did he say",email:query,email,train_nlu,email:query,1.0
1328,19168,did I get any replies from Jan?,email:query,email,train_ms,general:explain,0.4343463182449341
1329,19349,What was the last email from work,email:query,email,test,email:query,0.719272255897522
1330,20785,any important notifications.,email:query,email,train_nlu,email:query,1.0
1331,20307,check new email,email:query,email,test,email:query,0.8969241976737976
1332,19379,read me new messages from NAME,email:query,email,train_ms,email:query,0.701518177986145
1333,19343,Let me know if I get a new email today.,email:query,email,train_nlu,email:query,1.0
1334,20654,What should we do as Progressives about the president?,email:query,email,train_nlu,email:query,1.0
1335,20469,What is my most recent email?,email:query,email,train_ms,email:query,0.573967695236206
1336,19685,Please check my mail,email:query,email,train_ms,email:query,0.6011629104614258
1337,20819,any new mail,email:query,email,train_nlu,email:query,1.0
1338,19490,Any incoming emails in the last five minutes?,email:query,email,test,email:query,0.5606372356414795
1339,20286,are thier any new emails for me today,email:query,email,train_nlu,email:query,1.0
1340,20509,Do I have any emails in the last hour?,email:query,email,train_ms,email:query,0.7897756099700928
1341,19893,What are some recent e-mails in my inbox?,email:query,email,train_nlu,email:query,1.0
1342,19124,what new emails do I have form Amie.,email:query,email,train_nlu,email:query,1.0
1343,20297,I would like you to check my emails.,email:query,email,valid,email:query,0.8591838479042053
1344,20302,emails in the last 10 minutes,email:query,email,test,email:query,0.6055809855461121
1345,20788,How many unread messages have i got PDA?,email:query,email,train_nlu,email:query,1.0
1346,19130,Tell me if I have new emails.,email:query,email,train_nlu,email:query,1.0
1347,19963,"Read me the email from Mom, including the subject.",email:query,email,test,email:query,0.8665610551834106
1348,20711,Do I have any new emails from Luke?,email:query,email,train_nlu,email:query,1.0
1349,20508,What emails did I get yesterday?,email:query,email,train_nlu,email:query,1.0
1350,19714,Initiate polling for new email,email:query,email,train_nlu,email:query,1.0
1351,20294,Do I have any new mail?,email:query,email,valid,email:query,0.8890435099601746
1352,19433,"Hey PDA, has John sent me any email lately?",email:query,email,train_ms,email:query,0.7695823907852173
1353,20530,What mail do I have?,email:query,email,test,email:query,0.3309969007968902
1354,20568,Check my spam email for phishing.,email:query,email,train_ms,email:query,0.7922224998474121
1355,20229,In the past  2 hours have I gotten any new emails,email:query,email,train_ms,email:query,0.8127775192260742
1356,20732,Do I have any new entries in my inbox?,email:query,email,valid,email:query,0.7476093769073486
1357,19515,yes I want to check,email:query,email,train_nlu,email:query,1.0
1358,20160,Would you go check my emails for me?,email:query,email,train_nlu,email:query,1.0
1359,19716,Do I have new mail?,email:query,email,valid,email:query,0.8890435099601746
1360,20290,were any new emails received,email:query,email,valid,email:query,0.8402564525604248
1361,20042,Can you show me all of the emails from my favorites list?,email:query,email,test,lists:query,0.6177634596824646
1362,20068,Have I received any emails from Tim?,email:query,email,train_ms,email:query,0.8718861937522888
1363,20645,what is my recent email activity?,email:query,email,test,email:sendemail,0.5595738291740417
1364,20285,check email for new messages,email:query,email,test,email:query,0.9188811779022216
1365,19718,Did anyone send me an email?,email:query,email,train_nlu,email:query,1.0
1366,20002,do i have any emails from jo,email:query,email,train_ms,email:query,0.7865663170814514
1367,20410,open inbox,email:query,email,train_ms,email:query,0.405459851026535
1368,20251,Find all emails that contain the following subject.,email:query,email,train_ms,email:query,0.7190439105033875
1369,20471,Show me my last 2 emails,email:query,email,valid,email:query,0.5615695118904114
1370,20317,Did i receive any e-mails from contact about subject?,email:query,email,train_nlu,email:query,1.0
1371,20303,Check any email related to online orders,email:query,email,train_ms,email:query,0.7607109546661377
1372,19242,is there any new mail for me,email:query,email,test,email:query,0.5428998470306396
1373,20475,What was the subject of my last email?,email:query,email,train_ms,email:query,0.781509280204773
1374,20765,Check any mail from Amazon?,email:query,email,train_nlu,email:query,1.0
1375,19104,Find me all mails from Magda with holidays word in the title,email:query,email,train_ms,email:query,0.6220600008964539
1376,19949,check if any new emails came from {contact},email:query,email,test,email:query,0.8705039620399475
1377,20122,can you check for any new emails?,email:query,email,train_ms,email:query,0.9135859608650208
1378,19475,"display recent email from John, Olly",email:query,email,valid,email:query,0.672608494758606
1379,20837,PDA check emails from someone,email:query,email,valid,email:query,0.7704265117645264
1380,20795,What's in my inbox since we last looked?,email:query,email,valid,qa:definition,0.4394381642341614
1381,19551,what is the first 5 subjects in the email?,email:query,email,train_ms,email:query,0.7115011215209961
1382,20103,Can you please read the my Mom sent this morning at 10am,email:query,email,train_nlu,email:query,1.0
1383,20334,have I received any mail in the last hour,email:query,email,test,email:query,0.6360697150230408
1384,19715,Do I have new Emails?,email:query,email,train_nlu,email:query,1.0
1385,20070,Did I get an email from Jen last night?,email:query,email,test,email:query,0.7795078754425049
1386,19807,Any recent mails?,email:query,email,valid,email:sendemail,0.4109977483749389
1387,20237,Please check my E-mails and notify me if exists any new E-mail.,email:query,email,test,email:query,0.8116707801818848
1388,20406,Do I have any new emails from Paul?,email:query,email,train_nlu,email:query,1.0
1389,19460,Any important emails within the last hour?,email:query,email,train_nlu,email:query,1.0
1390,20703,Did I get any new emails?,email:query,email,train_ms,email:query,0.9024791717529296
1391,19990,How many new emails have I gotten,email:query,email,train_nlu,email:query,1.0
1392,20573,Please find a contact number of jayesh and tell me.,email:querycontact,email,train_ms,email:querycontact,0.736575722694397
1393,20076,Does my co worker have a home phone number?,email:querycontact,email,test,email:querycontact,0.5245378613471985
1394,19238,Hey Ms the email address of John Miller.,email:querycontact,email,train_ms,email:querycontact,0.7440143823623657
1395,20737,Call Raju phone number,email:querycontact,email,test,transport:taxi,0.5724794864654541
1396,19678,Is it Joes birthday soon,email:querycontact,email,valid,calendar:remove,0.4032850563526153
1397,20231,where does john smith live and what is his phone number,email:querycontact,email,train_ms,email:querycontact,0.7314984798431396
1398,19736,Is there a way to pull up information about a contact?,email:querycontact,email,train_ms,email:querycontact,0.7056115865707397
1399,20652,provide contact location,email:querycontact,email,train_nlu,email:querycontact,1.0
1400,20233,how many contacts do I have in my phone book?,email:querycontact,email,valid,email:querycontact,0.6539238095283508
1401,19363,What is the email address for Tessa?,email:querycontact,email,train_nlu,email:querycontact,1.0
1402,19711,How do I dial Sarah?,email:querycontact,email,test,,0.0
1403,19925,Did mom text me?,email:querycontact,email,valid,email:query,0.4375582039356231
1404,20442,How to reach hallway?,email:querycontact,email,train_nlu,email:querycontact,1.0
1405,19986,Is Mary Smith in my contacts list?,email:querycontact,email,test,email:querycontact,0.763351321220398
1406,19689,"Alexa, what information do you have on file in my information about Bill ?",email:querycontact,email,valid,news:query,0.3075869381427765
1407,19228,open the profile of Allen from my contact,email:querycontact,email,valid,email:querycontact,0.6511478424072266
1408,20690,Julie's information,email:querycontact,email,test,general:negate,0.3486978709697723
1409,20394,What is my daughter's phone number.,email:querycontact,email,test,email:querycontact,0.5144234299659729
1410,19201,select information you want,email:querycontact,email,train_ms,lists:createoradd,0.4760304391384125
1411,19692,Read the contact number X from phone book,email:querycontact,email,test,email:querycontact,0.7920721769332886
1412,20388,Show me Derek's contact information,email:querycontact,email,train_nlu,email:querycontact,1.0
1413,20075,Is this the correct area code for my boss?,email:querycontact,email,valid,,0.0
1414,20586,Can you please give me John's email?,email:querycontact,email,valid,email:query,0.7662807106971741
1415,19402,PDA What's Jesse's number?,email:querycontact,email,train_ms,general:greet,0.4423339962959289
1416,20539,How do I contact Charles?,email:querycontact,email,test,email:querycontact,0.7845361828804016
1417,20387,What is Derek's phone number,email:querycontact,email,valid,email:querycontact,0.5759127736091614
1418,20447,How many phone numbers do I have for Brenden?,email:querycontact,email,test,email:querycontact,0.4193271398544311
1419,20013,can u tell me the contact information of jo,email:querycontact,email,test,email:querycontact,0.7719918489456177
1420,12029,"PDA, call mom.",email:querycontact,email,train_ms,general:greet,0.5026168823242188
1421,19364,Do I have any other contact phone number for Alison?,email:querycontact,email,test,email:querycontact,0.7303361296653748
1422,19467,"Olly, display address of John",email:querycontact,email,train_nlu,email:querycontact,1.0
1423,19988,Does Mary Smith live on Main Street?,email:querycontact,email,valid,email:querycontact,0.5916418433189392
1424,19507,Select the Information on the contact,email:querycontact,email,valid,email:querycontact,0.6887742877006531
1425,20649,Please let me know where David is travelling,email:querycontact,email,train_ms,news:query,0.4086883664131164
1426,19571,Do I have the contact of Tara John?,email:querycontact,email,train_nlu,email:querycontact,1.0
1427,20738,Raju phone book,email:querycontact,email,test,email:querycontact,0.5237056612968445
1428,19679,How old is Joanne,email:querycontact,email,train_ms,,0.0
1429,19803,Who is the most frequently called person in my phone book?,email:querycontact,email,train_nlu,email:querycontact,1.0
1430,20034,Olly what's John's home phone number?,email:querycontact,email,train_nlu,email:querycontact,1.0
1431,19321,Find John Smith in Contacts,email:querycontact,email,train_nlu,email:querycontact,1.0
1432,19268,what is john's phone number?,email:querycontact,email,train_ms,email:querycontact,0.7932954430580139
1433,20032,Olly tell me john's phone number,email:querycontact,email,train_ms,email:querycontact,0.745936393737793
1434,20752,show X's contact detail,email:querycontact,email,valid,email:querycontact,0.7720149755477905
1435,19226,please give me details of Allen from my contact,email:querycontact,email,valid,email:querycontact,0.7589606642723083
1436,19509,Where does Fred work?,email:querycontact,email,valid,general:praise,0.6870906949043274
1437,19612,Tell me the office address of my brother,email:querycontact,email,train_nlu,email:querycontact,1.0
1438,20826,Give me the number to mom.,email:querycontact,email,test,email:query,0.3165266811847687
1439,19240,Fetch me the phone number of  Alexander.,email:querycontact,email,test,email:querycontact,0.4915249943733215
1440,19690,Open the contact x(Contact Name) in phonebook,email:querycontact,email,test,email:querycontact,0.647804319858551
1441,19540,give me the details of friend,email:querycontact,email,train_nlu,email:querycontact,1.0
1442,19354,Do I have the address for the apple store in my contacts?,email:querycontact,email,test,email:querycontact,0.6538491249084473
1443,20750,search X in contacts,email:querycontact,email,train_nlu,email:querycontact,1.0
1444,19404,PDA when is Jesse's birthday?,email:querycontact,email,train_ms,general:greet,0.4682278037071228
1445,20651,give me contact mail id,email:querycontact,email,train_nlu,email:querycontact,1.0
1446,20156,Do I have a number for Jerry,email:querycontact,email,valid,lists:query,0.3709293305873871
1447,20340,Can you give me details on John?,email:querycontact,email,test,email:querycontact,0.669181227684021
1448,20518,show johns office number,email:querycontact,email,valid,email:querycontact,0.6903353929519653
1449,20235,are my contacts mostly female or male?,email:querycontact,email,test,email:addcontact,0.6373480558395386
1450,19323,open contacts and call john smith,email:querycontact,email,test,email:querycontact,0.6892037391662598
1451,19403,PDA What's Jesse's Address?,email:querycontact,email,test,email:querycontact,0.5562965273857117
1452,20751,contact detail of X,email:querycontact,email,test,email:querycontact,0.8342350721359253
1453,20722,contacts please,email:querycontact,email,test,email:addcontact,0.7300885915756226
1454,20583,What is the home phone number of Mark?,email:querycontact,email,train_ms,email:querycontact,0.5448210835456848
1455,20084,Please delete the contacts that I havent spoken to in 3 of months,email:querycontact,email,valid,lists:remove,0.579427182674408
1456,19406,Can you give me the newest phone number for Bobby McGee?,email:querycontact,email,train_nlu,email:querycontact,1.0
1457,20384,Show me my contacts,email:querycontact,email,valid,email:querycontact,0.6796454787254333
1458,19224,Is there email id of John in the list.,email:querycontact,email,train_ms,email:querycontact,0.6234617829322815
1459,20018,call XXX,email:querycontact,email,valid,transport:taxi,0.4859303534030914
1460,19926,Do I have any missed call from Patrick,email:querycontact,email,train_ms,transport:taxi,0.5467933416366577
1461,20392,Find my wife.,email:querycontact,email,valid,qa:maths,0.4526912868022918
1462,20689,Mary's contact number,email:querycontact,email,valid,email:querycontact,0.8948333859443665
1463,19506,Select the contact,email:querycontact,email,valid,email:querycontact,0.6533427238464355
1464,20014,can u tell me the phone number of me,email:querycontact,email,valid,email:querycontact,0.4849370419979095
1465,20232,locate information on john smith about his work location,email:querycontact,email,test,email:querycontact,0.6781133413314819
1466,20441,where is hallway?,email:querycontact,email,valid,email:querycontact,0.5612324476242065
1467,20046,Echo will you look up Joe's contact information for me.,email:querycontact,email,train_nlu,email:querycontact,1.0
1468,20168,When is the last time I contacted John Smith.,email:querycontact,email,train_ms,email:querycontact,0.8002690076828003
1469,19916,How can I contact this person?,email:querycontact,email,test,email:querycontact,0.7316610813140869
1470,19687,"Alexa, provide information about Bill ? from my contact list",email:querycontact,email,valid,email:querycontact,0.6096007823944092
1471,19914,What is this person'should contact information?,email:querycontact,email,test,email:querycontact,0.8478186726570129
1472,19650,What is Mary S's phone number?,email:querycontact,email,train_ms,email:querycontact,0.7016429901123047
1473,19735,May you please pull up information about a contact?,email:querycontact,email,test,email:querycontact,0.6770793199539185
1474,19654,Tell me about Mary S,email:querycontact,email,test,email:querycontact,0.6248271465301514
1475,20486,Jay's phone number,email:querycontact,email,train_nlu,email:querycontact,1.0
1476,20155,Get me Tom's number,email:querycontact,email,test,email:query,0.432162344455719
1477,19915,Can you provide me with the contact information assigned to this person?,email:querycontact,email,train_nlu,email:querycontact,1.0
1478,19624,link me to jeff's email,email:querycontact,email,valid,email:query,0.7376278638839722
1479,19239,Look up for the residential address of my team leader.,email:querycontact,email,train_ms,email:querycontact,0.6047479510307312
1480,19231,Find all the contacts named John.,email:querycontact,email,train_nlu,email:querycontact,1.0
1481,20134,Find me my dad's email address,email:querycontact,email,valid,email:addcontact,0.5961458086967468
1482,20585,When was the last time that I spoke to John?,email:querycontact,email,train_ms,,0.0
1483,19229,What is email id of John.,email:querycontact,email,valid,email:querycontact,0.7924301624298096
1484,19144,Where Seth lives?,email:querycontact,email,valid,email:querycontact,0.4449840486049652
1485,20736,Rahul contact,email:querycontact,email,train_ms,email:querycontact,0.9028998017311096
1486,19680,Does Bob live in France,email:querycontact,email,train_nlu,email:querycontact,1.0
1487,19691,Open the phonebook and find the contact x(contact name),email:querycontact,email,train_ms,email:querycontact,0.6750084161758423
1488,19727,Apply search and check,email:querycontact,email,valid,email:query,0.5743264555931091
1489,20516,show contact of john,email:querycontact,email,test,email:querycontact,0.8896727561950684
1490,20147,Tell me Mary's cell number?,email:querycontact,email,train_nlu,email:querycontact,1.0
1491,20342,Tell me about Joose.,email:querycontact,email,train_ms,,0.0
1492,19741,Send an email to Jake to tell him thank you,email:sendemail,email,train_nlu,email:sendemail,1.0
1493,19465,Send a test email to test3@gmail.com,email:sendemail,email,train_nlu,email:sendemail,1.0
1494,20126,I need an email to be sent to comcast.com about my service issues.,email:sendemail,email,test,email:query,0.5988155007362366
1495,19215,forward shown content to (  ) with email,email:sendemail,email,train_nlu,email:sendemail,1.0
1496,19487,Start a new email to George Brown,email:sendemail,email,train_ms,email:query,0.6291662454605103
1497,20060,Please send the new intern an email.,email:sendemail,email,valid,email:sendemail,0.803851842880249
1498,20214,reply to new email from joe,email:sendemail,email,valid,email:sendemail,0.8213008642196655
1499,15498,Send an email to peter asking him which one dress should I bring and attach the photos of dresses taken recently.,email:sendemail,email,train_nlu,email:sendemail,1.0
1500,20468,start and email to John Smith,email:sendemail,email,test,email:query,0.6302679181098938
1501,20095,reply yes to this,email:sendemail,email,test,email:sendemail,0.7618810534477234
1502,20087,Google I need to answer that last email.,email:sendemail,email,train_ms,email:query,0.6395056843757629
1503,19246,open the recent mail of Allen and replay for it,email:sendemail,email,train_nlu,email:sendemail,1.0
1504,19387,"HEY, I WANT TO SEND AN EMAIL TO MY FRIEND.",email:sendemail,email,valid,email:sendemail,0.8029812574386597
1505,19771,send email to [name] saying .... [contents],email:sendemail,email,valid,email:sendemail,0.8525572419166565
1506,19107,Send email to my brother,email:sendemail,email,valid,email:sendemail,0.8470777869224548
1507,20171,Send an email to Scott asking what the weather will be like this week.,email:sendemail,email,train_nlu,email:sendemail,1.0
1508,20704,Send a personal thank you email to George.,email:sendemail,email,test,email:sendemail,0.8243879675865173
1509,20809,Please reply to this email.,email:sendemail,email,train_nlu,email:sendemail,1.0
1510,19558,email _____,email:sendemail,email,test,email:query,0.8168226480484009
1511,19871,send email to Tim,email:sendemail,email,test,email:sendemail,0.9107908010482788
1512,20555,Write email to family member and read it back,email:sendemail,email,valid,email:sendemail,0.4633455276489258
1513,19625,Send e-mail to Jim's work e-mail,email:sendemail,email,valid,email:sendemail,0.8238556385040283
1514,20004,Open a reply message,email:sendemail,email,test,email:sendemail,0.6992442607879639
1515,20546,Start email to client...,email:sendemail,email,train_ms,email:sendemail,0.7215667963027954
1516,19993,Add new contact and send email,email:sendemail,email,test,email:addcontact,0.7482378482818604
1517,19324,Reply to the email from John,email:sendemail,email,valid,email:sendemail,0.8654107451438904
1518,19997,Send Chris an email.  Say - Do you have plans tonight? Want to go to dinner?,email:sendemail,email,valid,email:sendemail,0.6777635216712952
1519,19399,PDA send an email to Jesse.,email:sendemail,email,valid,email:sendemail,0.9047617316246032
1520,19665,PDA please respond to Greg's email stating that his idea is fantastic.,email:sendemail,email,train_nlu,email:sendemail,1.0
1521,20535,Change contact,email:sendemail,email,train_ms,email:querycontact,0.5356686115264893
1522,19117,Answer to Pawel's email,email:sendemail,email,valid,email:query,0.6868454813957214
1523,19450,send raj a mail for job,email:sendemail,email,valid,email:sendemail,0.7817485332489014
1524,20629,compose a reply to last email,email:sendemail,email,train_nlu,email:sendemail,1.0
1525,19874,Alexa write email.,email:sendemail,email,train_ms,email:query,0.5515704154968262
1526,20561,Please send the email to abc@gmail.com instaed of xyz@gmail.com,email:sendemail,email,test,email:sendemail,0.885116457939148
1527,19217,Send email to mom asking about the weather.,email:sendemail,email,train_nlu,email:sendemail,1.0
1528,20479,Reply to my last email.,email:sendemail,email,test,email:sendemail,0.8753600716590881
1529,20062,Send an email to the newest address added to the address book.,email:sendemail,email,train_ms,email:sendemail,0.6239733099937439
