,hwu64_id,utterance,true_intent,scenario,dataset,predicted_intent,confidence
1227,20677,Add a new email in my contacts from John,email:addcontact,email,test,email:addcontact,0.9720665454864504
1228,20678,Please add  a new email in my contacts from Sara,email:addcontact,email,valid,email:addcontact,0.9770162105560304
1229,20685,Add this email to my contact,email:addcontact,email,test,email:addcontact,0.987424373626709
1230,20687,save this email in my  contact for future use.,email:addcontact,email,train_nlu,email:addcontact,1.0
1231,20035,Make this email a new contact.,email:addcontact,email,test,email:addcontact,0.9220505237579346
1232,19930,add new email to my contacts. XXXXX@gmail.com,email:addcontact,email,test,email:addcontact,0.9657591342926026
1233,19577,Add a new email,email:addcontact,email,train_nlu,email:addcontact,1.0
1234,19575,remember this email,email:addcontact,email,train_nlu,email:addcontact,1.0
1235,19261,add new email to contacts,email:addcontact,email,train_nlu,email:addcontact,1.0
1236,19260,add 'john@gmail.com' to contacts,email:addcontact,email,train_ms,email:addcontact,0.8726705551147462
1237,19922,Please add smith.joe@email.com to the contact information for Joe Smith.,email:addcontact,email,valid,email:addcontact,0.7013929843902589
1238,19670,PDA can you look up and add John's old email to my contacts again?,email:addcontact,email,valid,email:addcontact,0.8962140083312988
1239,19669,PDA I need you to add Gary's email to my favorites.,email:addcontact,email,test,email:addcontact,0.4478804111480713
1240,19668,PDA add Dale@gmail.com to my contacts.,email:addcontact,email,train_nlu,email:addcontact,1.0
1241,19576,Here's an email address,email:addcontact,email,valid,email:querycontact,0.515153980255127
1242,19099,add this person's email,email:addcontact,email,valid,email:addcontact,0.5320440530776978
1243,19921,Please add smurfette@gmail.com to my email contacts.,email:addcontact,email,train_nlu,email:addcontact,1.0
1244,19659,edit contacts,email:addcontact,email,train_ms,email:querycontact,0.8078288555145263
1245,19658,open contacts,email:addcontact,email,train_ms,email:querycontact,0.7628006935119629
1246,20218,Locate the email to Giant Eagle and put it into my contact list.,email:addcontact,email,train_ms,email:addcontact,0.6084817409515382
1247,20217,Add Lowes hardware to my contact emails located in cleveland ohio,email:addcontact,email,train_nlu,email:addcontact,1.0
1248,20216,Enter atdfd@yahoo.com into my contact list,email:addcontact,email,train_nlu,email:addcontact,1.0
1249,19097,olly add new email to Anna,email:addcontact,email,train_ms,email:addcontact,0.7334561824798584
1250,19098,create new contact with email,email:addcontact,email,train_ms,email:addcontact,0.8596370697021485
1251,20012,pls create a new contact information about jo,email:addcontact,email,train_nlu,email:addcontact,1.0
1252,20123,Please add mike@123.com to my contact lists and send them a reminder email.,email:addcontact,email,valid,email:addcontact,0.878141450881958
1253,20490,Please place my new email address to the contact.,email:addcontact,email,valid,email:addcontact,0.721271562576294
1254,19317,"Cortana, open up contacts and add, email, something@gmail.com.",email:addcontact,email,valid,email:addcontact,0.6577863216400146
1255,20488,Add a new email contact to my list.,email:addcontact,email,train_ms,email:addcontact,0.9747878074645996
1256,19367,add this new email with contact,email:addcontact,email,train_ms,email:addcontact,0.950728988647461
1257,19366,save this email in contact,email:addcontact,email,train_nlu,email:addcontact,1.0
1258,20437,Please add an email to my contacts.,email:addcontact,email,train_nlu,email:addcontact,1.0
1259,20436,I would like you to add an email to my contacts.,email:addcontact,email,train_nlu,email:addcontact,1.0
1260,20435,Can you add a new email to my contacts?,email:addcontact,email,train_nlu,email:addcontact,1.0
1261,19171,change my mum's email in my phonebook,email:addcontact,email,test,email:querycontact,0.4381208181381226
1262,19306,add the new email o my contacts,email:addcontact,email,train_nlu,email:addcontact,1.0
1263,19356,Add work email address,email:addcontact,email,train_ms,email:addcontact,0.6239077091217041
1264,19357,Add Sarah as email contact,email:addcontact,email,test,email:addcontact,0.8857336997985841
1265,19365,add this new email,email:addcontact,email,train_ms,email:addcontact,0.8720308780670167
1266,19308,add this email to my contact list,email:addcontact,email,train_ms,email:addcontact,0.9799567222595216
1267,19358,Add Dr. rosenstock as an email contact,email:addcontact,email,valid,email:addcontact,0.7310111999511719
1268,19315,"Cortana, add something@gmail.com to my contacts.",email:addcontact,email,test,email:addcontact,0.8850005149841309
1269,19781,add new email address,email:addcontact,email,train_ms,email:addcontact,0.7889729976654054
1270,19316,"Cortana, will you please put something something@gmail.com in my contacts?",email:addcontact,email,train_ms,email:addcontact,0.495396089553833
1271,19307,add email to contacts,email:addcontact,email,test,email:addcontact,0.933394145965576
1272,19472,Add Carl's email to my contact.,email:addcontact,email,valid,email:addcontact,0.940446424484253
1273,20489,I want to and my email address.,email:addcontact,email,test,email:addcontact,0.3489850282669067
1274,19411,Add a new email address which is Starktony721@Gmail.com,email:addcontact,email,test,email:addcontact,0.8520703792572022
1275,20815,add contacts n mail,email:addcontact,email,train_ms,email:addcontact,0.8335911750793457
1276,19290,Add erosser@hotmail.com as a new contact for Emily Rosser.,email:addcontact,email,train_ms,email:addcontact,0.8904667377471924
1277,20412,Please add johndoe@yahoo.com to my contact list.,email:addcontact,email,test,email:addcontact,0.9814352035522462
1278,19412,Add email address iamironman@gmail.com,email:addcontact,email,train_ms,email:addcontact,0.8106236934661866
1279,19289,I need to add this new contact for Sam Smith ssmith@yahoo.com.,email:addcontact,email,train_ms,email:addcontact,0.7200085163116456
1280,19288,Add a new contact for Daniel Bell dbell@aol.com.,email:addcontact,email,train_ms,email:addcontact,0.8775416851043703
1281,20368,Get apahelp@yahoo.com in my contacts.,email:addcontact,email,test,email:addcontact,0.7476271629333497
1282,19474,Add this email to my address book.,email:addcontact,email,train_ms,email:addcontact,0.8805508136749267
1283,20367,Add apahelp@yahoo.com in my contact list.,email:addcontact,email,train_nlu,email:addcontact,1.0
1284,20414,Please add contact e-mail johndoe@yahoo.com to John Doe's contact information.,email:addcontact,email,train_ms,email:addcontact,0.9753036499023438
1285,20413,"Please add an e-mail for John Doe to my contacts, johndoe@yahoo.com",email:addcontact,email,train_ms,email:addcontact,0.9607466697692872
1286,20817,store my cont,email:addcontact,email,test,recommendation:locations,0.2997370004653931
1287,19947,Please add this email to my contacts,email:addcontact,email,test,email:addcontact,0.9829968929290772
1288,19473,Save new email addresses to my contacts.,email:addcontact,email,train_nlu,email:addcontact,1.0
1289,19413,Add jpearsonjessica@gmail.com to email contacts,email:addcontact,email,test,email:addcontact,0.9318626403808594
1290,20366,Add apahelp@yahoo.com to my contacts.,email:addcontact,email,valid,email:addcontact,0.9714614868164062
1291,20816,save my contacts,email:addcontact,email,train_ms,email:addcontact,0.6356865882873535
1292,20315,Compile information on the data breach,email:query,email,valid,social:post,0.3514737010002136
1293,19975,Check for e-mail from mom?,email:query,email,train_ms,email:query,0.8259341239929199
1294,20306,email update,email:query,email,valid,email:query,0.4772853374481201
1295,20300,check recent emails,email:query,email,valid,email:query,0.9396434783935548
1296,19821,How many new emails since I last checked?,email:query,email,train_ms,email:query,0.9700454235076904
1297,19964,What is the subject of Mom's last email?,email:query,email,valid,email:query,0.6994976043701172
1298,19968,"PDA, do I have messages in my inbox?",email:query,email,valid,email:query,0.9171556949615478
1299,19438,are there any recent emails from rohit?,email:query,email,valid,email:query,0.9295655727386476
1300,19383,check email,email:query,email,train_nlu,email:query,1.0
1301,20082,"Check for any new emails, Google.",email:query,email,train_ms,email:query,0.9684216022491456
1302,20788,How many unread messages have i got PDA?,email:query,email,train_ms,email:query,0.7763811588287355
1303,19161,"Olly, let me know if I get a message about the party from Jane",email:query,email,train_ms,email:sendemail,0.293155562877655
1304,19410,Have I gotten any new messages since yesterday?,email:query,email,test,email:query,0.8868620872497559
1305,20703,Did I get any new emails?,email:query,email,train_ms,email:query,0.9924536228179932
1306,20079,what were the first number of email subjects I got today?,email:query,email,train_ms,email:query,0.8269587516784669
1307,20338,Who did I email recently?,email:query,email,test,email:query,0.8717375278472901
1308,19530,Physical education drill Marilyn,email:query,email,train_nlu,email:query,1.0
1309,20307,check new email,email:query,email,test,email:query,0.9007450103759768
1310,20758,read list of new emails,email:query,email,valid,email:query,0.8785181522369385
1311,20209,What are my new contact emails?,email:query,email,train_ms,email:query,0.7246965408325197
1312,19492,Any new emails after 5 pm?,email:query,email,train_nlu,email:query,1.0
1313,19713,Refresh Email inbox,email:query,email,test,email:query,0.7327033996582031
1314,19807,Any recent mails?,email:query,email,train_ms,email:query,0.9282074928283692
1315,19950,are there any recent emails from {contact},email:query,email,train_ms,email:query,0.8281652450561523
1316,20469,What is my most recent email?,email:query,email,train_ms,email:query,0.81893048286438
1317,19833,Have I received any emails with tracking numbers?,email:query,email,valid,email:query,0.8807735919952393
1318,20578,What was the content of message sent by Matt?,email:query,email,train_nlu,email:query,1.0
1319,19528,English test form email from Marcia,email:query,email,test,email:query,0.7535174369812012
1320,20002,do i have any emails from jo,email:query,email,test,email:query,0.9618099212646484
1321,19378,check my emails for something from NAME,email:query,email,test,email:query,0.9158068656921388
1322,19242,is there any new mail for me,email:query,email,test,email:query,0.9501821517944335
1323,20103,Can you please read the my Mom sent this morning at 10am,email:query,email,train_ms,calendar:set,0.3076349854469299
1324,20515,show last mail from john,email:query,email,test,email:query,0.598259711265564
1325,19949,check if any new emails came from {contact},email:query,email,train_ms,email:query,0.9474839687347412
1326,20369,Have I received any emails from Shaun?,email:query,email,valid,email:query,0.9553548336029054
1327,20450,Are there new emails in my inbox?,email:query,email,train_nlu,email:query,1.0
1328,20187,Did I get an email from Paul?,email:query,email,train_nlu,email:query,1.0
1329,20267,Any mail marked as Important ?,email:query,email,valid,email:query,0.8271470069885254
1330,19976,Show last e-mail from mom,email:query,email,valid,email:query,0.6110318660736085
1331,20031,Olly please check if i got any emails from mom,email:query,email,test,email:query,0.9536852359771728
1332,20492,are there any emails unread by this person,email:query,email,test,email:query,0.9103673458099366
1333,19895,How many new e-mails have I received today?,email:query,email,train_ms,email:query,0.911213541030884
1334,20710,Did I get any emails from Jack?,email:query,email,valid,email:query,0.9824476718902588
1335,19139,Do I have any new emails?,email:query,email,train_nlu,email:query,1.0
1336,20162,how many times did ben email me,email:query,email,test,email:query,0.498534893989563
1337,19587,Have any emails arrived in the last 15 minutes?,email:query,email,train_nlu,email:query,1.0
1338,19254,Do I have any new emails from...?,email:query,email,train_ms,email:query,0.9848235607147218
1339,20071,Olly does Sarah have a new email address listed?,email:query,email,train_ms,email:query,0.6228884220123292
1340,19948,check emails from {contact},email:query,email,train_ms,email:query,0.7032676219940186
1341,19609,check email about my job.,email:query,email,valid,email:query,0.7828803062438965
1342,20502,current emails,email:query,email,test,email:query,0.8364426612854003
1343,19603,Any Mail from Amazon today?,email:query,email,test,email:query,0.8284139156341552
1344,20478,"Echo, have I received any emails from my father?",email:query,email,train_ms,email:query,0.9602783203125
1345,20499,Check email for [subject],email:query,email,train_nlu,email:query,1.0
1346,19850,open all unread emails,email:query,email,train_nlu,email:query,1.0
1347,19685,Please check my mail,email:query,email,train_nlu,email:query,1.0
1348,19860,Who emailed me recently and what did they email about?,email:query,email,test,email:query,0.926292371749878
1349,19134,Do I have any new email?,email:query,email,train_nlu,email:query,1.0
1350,20822,read new messages from my wife,email:query,email,train_ms,email:query,0.5222762107849122
1351,20176,What was the name of my last email,email:query,email,train_nlu,email:query,1.0
1352,19785,Do I have any unread emails from Chris Thompson?,email:query,email,train_nlu,email:query,1.0
1353,20133,Read unchecked email,email:query,email,train_nlu,email:query,1.0
1354,20208,Have I gotten any new emails from family/,email:query,email,test,email:query,0.9514528274536134
1355,20399,"Hello PDA, Has my inbox gone up?",email:query,email,train_nlu,email:query,1.0
1356,19129,Is there any new email?,email:query,email,test,email:query,0.9251688957214356
1357,20732,Do I have any new entries in my inbox?,email:query,email,train_nlu,email:query,1.0
1358,19696,any new email,email:query,email,train_nlu,email:query,1.0
1359,19660,unread emails,email:query,email,train_nlu,email:query,1.0
1360,19917,Please check for recent emailstudy from this sender.,email:query,email,test,email:query,0.8346127510070802
1361,19829,Any new emails from Derek?,email:query,email,valid,email:query,0.9403451919555664
1362,19972,Any new e-mails from work?,email:query,email,valid,email:query,0.97103967666626
1363,19490,Any incoming emails in the last five minutes?,email:query,email,valid,email:query,0.9669813156127932
1364,19958,Check emails from mom,email:query,email,valid,email:query,0.9070149898529054
1365,19645,Who have emailed me recently and what are the subjects of each email?,email:query,email,train_ms,email:query,0.9680054664611816
1366,19114,Are there new emails for me?,email:query,email,train_nlu,email:query,1.0
1367,19990,How many new emails have I gotten,email:query,email,test,email:query,0.9433007717132568
1368,20742,check new emails,email:query,email,train_ms,email:query,0.9532711029052734
1369,20164,Did I receive any email in the past hour?,email:query,email,train_nlu,email:query,1.0
1370,20072,"Echo I added a new email address for Joe yesterday, will you find it please.",email:query,email,train_nlu,email:query,1.0
1371,20043,Can you tell me if I have any new emails?,email:query,email,valid,email:query,0.9502265930175782
1372,19104,Find me all mails from Magda with holidays word in the title,email:query,email,test,email:query,0.7486271381378173
1373,20362,Display all unread messages from my gmail account.,email:query,email,test,email:query,0.7702584266662598
1374,19302,how many new emails do i have,email:query,email,train_ms,email:query,0.9533239841461184
1375,19103,Read me the last email from Stefan and oil change,email:query,email,train_nlu,email:query,1.0
1376,19567,any event message is available in last two days,email:query,email,valid,calendar:set,0.4349845170974731
1377,19105,When did I get an email from John Smith about car accident,email:query,email,train_ms,email:query,0.4287622213363647
1378,19944,what is the subject and who is the sender of my last email?,email:query,email,train_ms,email:query,0.908912754058838
1379,19834,Are there any emails from the school about my conference?,email:query,email,valid,email:query,0.8033411979675293
1380,19208,read email from julia,email:query,email,valid,email:query,0.5974814653396607
1381,20130,any recent emails olly,email:query,email,train_nlu,email:query,1.0
1382,20832,Update on email.,email:query,email,valid,email:query,0.4439156055450439
1383,20844,Do I have emails,email:query,email,train_nlu,email:query,1.0
1384,20733,Do I have any recent emails?,email:query,email,train_ms,email:query,0.9762889862060546
1385,20355,Read all new emails please.,email:query,email,test,email:query,0.9616037845611574
1386,20762,Are there any recent emails?,email:query,email,valid,email:query,0.9513093948364256
1387,20730,Show me any emails received in the last hour,email:query,email,train_nlu,email:query,1.0
1388,19283,Are there any unread emails from Patrick?,email:query,email,train_nlu,email:query,1.0
1389,20548,Did I get an email today?,email:query,email,test,email:query,0.8543085098266603
1390,19272,Check all the new them wmails and mark them star,email:query,email,train_nlu,email:query,1.0
1391,19255,Check to see if I have any new emails from...,email:query,email,valid,email:query,0.9727965354919434
1392,20729,What's Rene phone number?,email:querycontact,email,test,email:querycontact,0.9708403110504152
1393,19727,Apply search and check,email:querycontact,email,train_ms,general:confirm,0.3454946994781494
1394,20135,What is the home phone number for Sarah,email:querycontact,email,valid,email:querycontact,0.928569746017456
1395,19507,Select the Information on the contact,email:querycontact,email,train_nlu,email:querycontact,1.0
1396,19321,Find John Smith in Contacts,email:querycontact,email,train_ms,email:querycontact,0.971959972381592
1397,19404,PDA when is Jesse's birthday?,email:querycontact,email,train_nlu,email:querycontact,1.0
1398,19688,"Alexa, look up Bill ? information.",email:querycontact,email,train_nlu,email:querycontact,1.0
1399,20539,How do I contact Charles?,email:querycontact,email,test,email:querycontact,0.684718942642212
1400,19726,Check in contacts,email:querycontact,email,train_nlu,email:querycontact,1.0
1401,20157,Send a text to Alice,email:querycontact,email,test,email:sendemail,0.5453514099121094
1402,20032,Olly tell me john's phone number,email:querycontact,email,train_ms,email:querycontact,0.969182300567627
1403,20650,tell contact mobile number,email:querycontact,email,train_ms,email:querycontact,0.938872003555298
1404,20245,Is Bills cell phone number in my contacts?,email:querycontact,email,valid,email:querycontact,0.9789445877075196
1405,19712,How do I reach Sarah?,email:querycontact,email,valid,qa:factoid,0.3780496835708618
1406,19230,How many numbers are saved for Alex.,email:querycontact,email,train_ms,qa:maths,0.3734238743782043
1407,19656,Tell me about Mary S in my contacts,email:querycontact,email,train_nlu,email:querycontact,1.0
1408,19405,What's June's address nowadays?,email:querycontact,email,train_ms,email:querycontact,0.7298307418823242
1409,20736,Rahul contact,email:querycontact,email,train_ms,email:querycontact,0.9467130661010744
1410,19468,"list phone and email id of Robert, Olly",email:querycontact,email,train_nlu,email:querycontact,1.0
1411,20047,Google I need to call my mom will you check her work number for me.,email:querycontact,email,valid,email:querycontact,0.7690203666687012
1412,19679,How old is Joanne,email:querycontact,email,valid,qa:factoid,0.4691743373870849
1413,19127,Tell me the landline number,email:querycontact,email,test,email:querycontact,0.7186827182769775
1414,19389,Please check and tell me contact details of Mongomery LLc company,email:querycontact,email,test,general:confirm,0.4194919586181641
1415,19164,what is a work phone number of Emilia?,email:querycontact,email,train_nlu,email:querycontact,1.0
1416,20246,Is Bills house number in my contacts?,email:querycontact,email,valid,email:querycontact,0.9419381618499756
1417,19509,Where does Fred work?,email:querycontact,email,train_nlu,email:querycontact,1.0
1418,19268,what is john's phone number?,email:querycontact,email,test,email:querycontact,0.9836299896240236
1419,20516,show contact of john,email:querycontact,email,valid,email:querycontact,0.6986052513122558
1420,19690,Open the contact x(Contact Name) in phonebook,email:querycontact,email,valid,email:querycontact,0.8605246067047119
1421,20487,What is jay's phone number,email:querycontact,email,test,email:querycontact,0.978367280960083
1422,19223,Is Alex saved in my contacts list.,email:querycontact,email,train_ms,email:querycontact,0.5466638326644897
1423,20234,how many of my contacts live or work in Detroit?,email:querycontact,email,valid,email:querycontact,0.5151535034179688
1424,20076,Does my co worker have a home phone number?,email:querycontact,email,test,email:querycontact,0.8242182254791259
1425,19362,Give me Petey's telephone number.,email:querycontact,email,train_nlu,email:querycontact,1.0
1426,19506,Select the contact,email:querycontact,email,valid,email:querycontact,0.912189817428589
1427,20352,what is bob stevens phone number it is in my contacts?,email:querycontact,email,test,email:querycontact,0.9736431598663332
1428,20447,How many phone numbers do I have for Brenden?,email:querycontact,email,valid,email:querycontact,0.4962111711502075
1429,20034,Olly what's John's home phone number?,email:querycontact,email,train_ms,email:querycontact,0.9851818561553956
1430,20727,What's Leon's email?,email:querycontact,email,train_nlu,email:querycontact,1.0
1431,19654,Tell me about Mary S,email:querycontact,email,valid,email:querycontact,0.701021146774292
1432,20136,What is Frieda's home address?,email:querycontact,email,train_ms,email:querycontact,0.8480802536010743
1433,19610,tell me the contact details of my brother,email:querycontact,email,test,email:querycontact,0.6332545280456543
1434,20574,Please find a mail address of Manoj and tell me.,email:querycontact,email,valid,email:querycontact,0.4292294025421143
1435,19467,"Olly, display address of John",email:querycontact,email,test,email:querycontact,0.668985652923584
1436,20235,are my contacts mostly female or male?,email:querycontact,email,train_ms,email:querycontact,0.4979806423187256
1437,20156,Do I have a number for Jerry,email:querycontact,email,valid,qa:factoid,0.2729424893856049
1438,20648,Please let me know the what Raj's status update in Facebook,email:querycontact,email,train_ms,social:query,0.6935254096984864
1439,19355,Add Rebecca Green to my list of favorite contacts,email:querycontact,email,test,email:addcontact,0.4503781318664551
1440,20647,Please let me know when is Sam's birthday,email:querycontact,email,train_nlu,email:querycontact,1.0
1441,19226,please give me details of Allen from my contact,email:querycontact,email,train_ms,email:querycontact,0.4327062845230103
1442,20449,Do I have a work number for Susan?,email:querycontact,email,test,email:querycontact,0.4613276720046997
1443,20518,show johns office number,email:querycontact,email,train_ms,email:querycontact,0.4064225673675537
1444,19143,What is job title of Jan Medvesek?,email:querycontact,email,valid,music:query,0.5284286737442017
1445,20392,Find my wife.,email:querycontact,email,test,takeaway:query,0.4031755685806275
1446,20231,where does john smith live and what is his phone number,email:querycontact,email,train_ms,email:querycontact,0.9820085048675538
1447,19238,Hey Ms the email address of John Miller.,email:querycontact,email,train_ms,email:querycontact,0.5872002363204956
1448,19407,Is Hayden still living on Turnpike Lane?,email:querycontact,email,train_nlu,email:querycontact,1.0
1449,20168,When is the last time I contacted John Smith.,email:querycontact,email,valid,email:querycontact,0.6550083160400391
1450,19239,Look up for the residential address of my team leader.,email:querycontact,email,train_ms,email:querycontact,0.2942019879817963
1451,20442,How to reach hallway?,email:querycontact,email,train_ms,email:querycontact,0.5476449251174926
1452,20434,Dial the number,email:querycontact,email,test,email:querycontact,0.6193363666534424
1453,19611,Tell me the street address of my facebook friend george,email:querycontact,email,train_ms,social:query,0.312553060054779
1454,19663,which contact haven't I called in 12 months?,email:querycontact,email,valid,email:querycontact,0.5917369365692139
1455,20728,When was the last call I received from Jordan?,email:querycontact,email,test,email:query,0.4162086963653564
1456,19692,Read the contact number X from phone book,email:querycontact,email,valid,email:querycontact,0.9687092781066896
1457,20232,locate information on john smith about his work location,email:querycontact,email,train_nlu,email:querycontact,1.0
1458,20325,Open the contact named John,email:querycontact,email,test,email:querycontact,0.6188791751861573
1459,20394,What is my daughter's phone number.,email:querycontact,email,train_nlu,email:querycontact,1.0
1460,19914,What is this person'should contact information?,email:querycontact,email,train_nlu,email:querycontact,1.0
1461,19224,Is there email id of John in the list.,email:querycontact,email,train_ms,email:query,0.4059502601623535
1462,20585,When was the last time that I spoke to John?,email:querycontact,email,test,qa:factoid,0.5773284673690796
1463,19201,select information you want,email:querycontact,email,train_ms,email:querycontact,0.4284359455108643
1464,19165,when is Jacob's birthday?,email:querycontact,email,train_nlu,email:querycontact,1.0
1465,20690,Julie's information,email:querycontact,email,train_ms,email:querycontact,0.8793581485748292
1466,20204,what is joe joe's home address,email:querycontact,email,train_nlu,email:querycontact,1.0
1467,20723,contacts,email:querycontact,email,train_nlu,email:querycontact,1.0
1468,20686,"check for this mail in my contact,if not then add it",email:querycontact,email,test,email:addcontact,0.8509117603302003
1469,19736,Is there a way to pull up information about a contact?,email:querycontact,email,train_ms,email:querycontact,0.6239743232727051
1470,20538,What is Charles's email?,email:querycontact,email,train_ms,email:querycontact,0.7521501064300538
1471,20340,Can you give me details on John?,email:querycontact,email,train_ms,qa:definition,0.4124717473983765
1472,19802,How many work contacts are in my phone book?,email:querycontact,email,train_nlu,email:querycontact,1.0
1473,20443,path to hallway!,email:querycontact,email,train_nlu,email:querycontact,1.0
1474,20688,Find Jhonny's address,email:querycontact,email,valid,email:querycontact,0.9536314010620116
1475,19510,What is Jill's home phone number?,email:querycontact,email,train_nlu,email:querycontact,1.0
1476,19571,Do I have the contact of Tara John?,email:querycontact,email,valid,email:querycontact,0.5843211174011231
1477,20738,Raju phone book,email:querycontact,email,train_nlu,email:querycontact,1.0
1478,20485,Contact information for Jay,email:querycontact,email,train_ms,email:querycontact,0.9492052078247072
1479,20386,Open Derek's contact information,email:querycontact,email,valid,email:querycontact,0.931008768081665
1480,19687,"Alexa, provide information about Bill ? from my contact list",email:querycontact,email,test,email:querycontact,0.8055809974670411
1481,19505,Seach the contact,email:querycontact,email,train_nlu,email:querycontact,1.0
1482,20075,Is this the correct area code for my boss?,email:querycontact,email,train_ms,general:negate,0.3215661287307739
1483,20649,Please let me know where David is travelling,email:querycontact,email,train_nlu,email:querycontact,1.0
1484,19363,What is the email address for Tessa?,email:querycontact,email,test,email:querycontact,0.4298991918563843
1485,19364,Do I have any other contact phone number for Alison?,email:querycontact,email,test,email:querycontact,0.8412471771240235
1486,20842,Show Ana number,email:querycontact,email,train_ms,qa:maths,0.3714900612831116
1487,20134,Find me my dad's email address,email:querycontact,email,train_nlu,email:querycontact,1.0
1488,20085,Who is the contact that last called me.,email:querycontact,email,train_ms,email:querycontact,0.7172209739685058
1489,19570,Where does Tar work currently?,email:querycontact,email,train_ms,email:querycontact,0.4657991170883179
1490,12029,"PDA, call mom.",email:querycontact,email,train_nlu,email:querycontact,1.0
1491,19322,open contacts and find John smith,email:querycontact,email,train_ms,email:querycontact,0.8540693759918214
1492,20642,respond to the mail of ash in morning,email:sendemail,email,test,email:sendemail,0.6182867527008057
1493,20226,Locate Jen's most recent email so I can reply,email:sendemail,email,valid,email:sendemail,0.4160342216491699
1494,20280,Send a batch of emails to my family,email:sendemail,email,test,email:sendemail,0.8506720066070557
1495,19332,kishore17051985@gmail.com,email:sendemail,email,valid,email:sendemail,0.5724195241928101
1496,19999,Send email to Mom - Want to go shopping tomorrow?,email:sendemail,email,train_nlu,email:sendemail,1.0
1497,20707,Publish an email to my co worker with today's scheduled meeting information.,email:sendemail,email,train_ms,email:sendemail,0.6859877586364747
1498,19236,Forward the concert dates to Jerry by email.,email:sendemail,email,train_ms,email:sendemail,0.4800416946411133
1499,19263,send 'happy new year' to 'john@gmail.com',email:sendemail,email,valid,email:sendemail,0.8836439609527589
1500,19819,write an email to john (body),email:sendemail,email,test,email:sendemail,0.943700408935547
1501,19983,hi google pls send mail to mom i am comin home on this weekend,email:sendemail,email,valid,email:sendemail,0.7326069831848145
1502,19769,PDA: Reply back to Bob Smith...,email:sendemail,email,valid,email:querycontact,0.4013622522354126
1503,20462,answer this mail.,email:sendemail,email,test,email:sendemail,0.4481547117233276
1504,19773,Send [name] an email that reads .... [contents],email:sendemail,email,valid,email:sendemail,0.8135977268218995
1505,19795,PDA: Reply to Bill's email and add it to my contact list,email:sendemail,email,train_ms,email:addcontact,0.8172430515289306
1506,20150,Email Joe and tell him to hurry.,email:sendemail,email,train_ms,email:sendemail,0.618776273727417
1507,19548,"send email to Enalen, i'm going to send the files the next day.",email:sendemail,email,test,email:sendemail,0.9411850929260256
1508,19487,Start a new email to George Brown,email:sendemail,email,valid,email:sendemail,0.945202112197876
1509,20129,use email to let chris know i will be late,email:sendemail,email,valid,email:sendemail,0.8123734951019288
1510,19387,"HEY, I WANT TO SEND AN EMAIL TO MY FRIEND.",email:sendemail,email,train_ms,email:sendemail,0.931403636932373
1511,19237,Send a copy of the bills to Mecky by email.,email:sendemail,email,valid,email:sendemail,0.7246747970581056
1512,20106,write and send email to friend Cindy,email:sendemail,email,train_nlu,email:sendemail,1.0
1513,19102,"drop a message to Jan, write I will be late",email:sendemail,email,train_ms,email:sendemail,0.5597564220428467
1514,19759,I want to reply to this email.,email:sendemail,email,test,email:sendemail,0.7787334442138671
1515,20619,Send an email to qerwerq@dfasdfa.com,email:sendemail,email,train_nlu,email:sendemail,1.0
1516,19485,Email George Brown,email:sendemail,email,train_nlu,email:sendemail,1.0
1517,19953,Please email <insert email address here>,email:sendemail,email,train_ms,email:sendemail,0.6124789237976074
1518,19326,Draft response to John's email,email:sendemail,email,train_ms,email:sendemail,0.8072038650512696
1519,19817,email john (body),email:sendemail,email,train_ms,email:sendemail,0.6454563617706299
1520,20438,Mail my friend.,email:sendemail,email,valid,email:sendemail,0.4115988969802857
1521,19902,Please send my family an e-mail that says the following :,email:sendemail,email,train_ms,email:sendemail,0.938190507888794
1522,19157,"email David about the meeting tomorrow. David, can we have the meeting in the afternoon",email:sendemail,email,train_nlu,email:sendemail,1.0
1523,20060,Please send the new intern an email.,email:sendemail,email,train_nlu,email:sendemail,1.0
1524,19426,Please send an email to Sally regarding tomorrows meeting.,email:sendemail,email,test,email:sendemail,0.962426233291626
1525,19311,email the following message to this contact please,email:sendemail,email,valid,email:sendemail,0.8116191864013673
1526,19742,Email Jake a calendar invite for dinner on Sunday,email:sendemail,email,valid,calendar:set,0.7169572830200195
1527,9119,Send an email to Sarah about brunch today.,email:sendemail,email,train_ms,email:sendemail,0.9116288661956788
1528,19206,Send an email to my boss.,email:sendemail,email,valid,email:sendemail,0.961460781097412
1529,19838,"Alexa, please send an email to mom",email:sendemail,email,test,email:sendemail,0.9504111289978028
1530,19544,this new email should be added to my contact,email:sendemail,email,train_ms,email:addcontact,0.8816496372222902
1531,19538,send email 'thank you very much' to sarah as a reply,email:sendemail,email,train_ms,email:sendemail,0.9756752490997316
1532,19966,Create new email address.,email:sendemail,email,valid,email:addcontact,0.5244648933410645
1533,20590,"Reply the email of Charles with just thank you, right now",email:sendemail,email,valid,email:sendemail,0.7837208271026612
1534,19359,Send answer to George.,email:sendemail,email,valid,email:sendemail,0.8074929237365722
1535,19904,I want to start my e-mail out like this:,email:sendemail,email,train_ms,email:sendemail,0.4182381629943847
1536,20693,Reply to the email received from Jennifer,email:sendemail,email,train_nlu,email:sendemail,1.0
1537,19116,"Hey, please reply to last Pawel's email",email:sendemail,email,train_ms,email:sendemail,0.5330739736557006
